"plj0014_v3","year","bula_h","e11102","n","percent","lower_confidence","upper_confidence"
"Yes","2013","Hesse","Not Employed","503","0.90036967665552","0.875738785611905","0.925000567699136"
"Yes","2013","Hesse","Employed","1115","0.919381894602139","0.904003920866523","0.934759868337754"
"Yes","2013","Rhineland-Palatinate,Saarland","Not Employed","487","0.931990253579951","0.910433978815454","0.953546528344447"
"Yes","2013","Rhineland-Palatinate,Saarland","Employed","868","0.949857136727531","0.935785461106519","0.963928812348543"
"Yes","2013","Baden-Württemberg","Not Employed","863","0.925464538191797","0.908692571006637","0.942236505376956"
"Yes","2013","Baden-Württemberg","Employed","1922","0.921966442785161","0.910483565823091","0.933449319747231"
"Yes","2013","Bavaria","Not Employed","1201","0.934362386522718","0.920769018865808","0.947955754179629"
"Yes","2013","Bavaria","Employed","2623","0.933290286469348","0.924038240096462","0.942542332842234"
"Yes","2013","Berlin","Not Employed","337","0.987219719612142","0.975468805969649","0.998970633254634"
"Yes","2013","Berlin","Employed","612","0.975189356800908","0.963175881901408","0.987202831700408"
"Yes","2013","Brandenburg","Not Employed","423","0.998169719706572","0.994125074400426","1.00221436501272"
"Yes","2013","Brandenburg","Employed","598","0.996075442089953","0.991085093052901","1.00106579112701"
"Yes","2013","Mecklenburg-Western Pomerania","Not Employed","230","0.996882219944272","0.98972383922189","1.00404060066665"
"Yes","2013","Mecklenburg-Western Pomerania","Employed","354","0.996804260125779","0.990957742932794","1.00265077731876"
"Yes","2013","Saxony","Not Employed","613","0.974065668698599","0.961575032931862","0.986556304465336"
"Yes","2013","Saxony","Employed","1090","0.997911263112484","0.995209591200198","1.00061293502477"
"Yes","2013","Saxony-Anhalt","Not Employed","360","0.999939561613607","0.999137629147687","1.00074149407953"
"Yes","2013","Saxony-Anhalt","Employed","609","0.997754410136345","0.994004253327966","1.00150456694473"
"Yes","2013","Thuringia","Not Employed","371","0.995493152865014","0.988686522394224","1.0022997833358"
"Yes","2013","Thuringia","Employed","631","0.997456737804562","0.993536196225553","1.00137727938357"
"No","2013","Schleswig-Holstein","Not Employed","18","","",""
"No","2013","Schleswig-Holstein","Employed","23","","",""
"No","2013","Hamburg","Not Employed","12","","",""
"No","2013","Hamburg","Employed","17","","",""
"No","2013","Lower Saxony","Not Employed","38","0.0277001607388811","0.0169122222349957","0.0384880992427666"
"No","2013","Lower Saxony","Employed","58","0.0304560523671551","0.0220361189972309","0.0388759857370792"
"No","2013","Bremen","Not Employed","2","","",""
"No","2013","Bremen","Employed","10","","",""
"No","2013","North Rhine-Westphalia","Not Employed","158","0.0715573091429826","0.0596433035793867","0.0834713147065786"
"No","2013","North Rhine-Westphalia","Employed","231","0.0592116618322843","0.0512216821714742","0.0672016414930944"
"No","2013","Hesse","Not Employed","65","0.0996303233444797","0.0749994323008641","0.124261214388095"
"No","2013","Hesse","Employed","89","0.0806181053978612","0.0652401316622458","0.0959960791334767"
"No","2013","Rhineland-Palatinate,Saarland","Not Employed","37","0.0680097464200493","0.0464534716555527","0.0895660211845459"
"No","2013","Rhineland-Palatinate,Saarland","Employed","56","0.050142863272469","0.0360711876514567","0.0642145388934814"
"No","2013","Baden-Württemberg","Not Employed","79","0.0745354618082034","0.0577634946230442","0.0913074289933627"
"No","2013","Baden-Württemberg","Employed","174","0.0780335572148388","0.0665506802527689","0.0895164341769086"
"No","2013","Bavaria","Not Employed","74","0.0656376134772817","0.0520442458203714","0.0792309811341921"
"No","2013","Bavaria","Employed","171","0.0667097135306523","0.0574576671577662","0.0759617599035383"
"No","2013","Berlin","Not Employed","14","","",""
"No","2013","Berlin","Employed","32","0.0248106431990918","0.012797168299592","0.0368241180985916"
"No","2013","Brandenburg","Not Employed","6","","",""
"No","2013","Brandenburg","Employed","5","","",""
"No","2013","Mecklenburg-Western Pomerania","Not Employed","3","","",""
"No","2013","Mecklenburg-Western Pomerania","Employed","4","","",""
"No","2013","Saxony","Not Employed","9","","",""
"No","2013","Saxony","Employed","7","","",""
"No","2013","Saxony-Anhalt","Not Employed","1","","",""
"No","2013","Saxony-Anhalt","Employed","3","","",""
"No","2013","Thuringia","Not Employed","1","","",""
"No","2013","Thuringia","Employed","3","","",""
"Yes","2014","Schleswig-Holstein","Not Employed","285","0.900677744570136","0.868885833508196","0.932469655632076"
"Yes","2014","Schleswig-Holstein","Employed","544","0.946305994163666","0.928148080951161","0.964463907376172"
"Yes","2014","Hamburg","Not Employed","129","0.910064405242378","0.864433247564141","0.955695562920614"
"Yes","2014","Hamburg","Employed","259","0.927078896157082","0.897458749801888","0.956699042512276"
"Yes","2014","Lower Saxony","Not Employed","861","0.950096212852353","0.936293333533409","0.963899092171297"
"Yes","2014","Lower Saxony","Employed","1506","0.923673021168041","0.910900041740837","0.936446000595245"
"Yes","2014","Bremen","Not Employed","74","0.951162184312537","0.906634281628457","0.995690086996616"
"Yes","2014","Bremen","Employed","109","0.905106103744038","0.854136047040989","0.956076160447087"
"Yes","2014","North Rhine-Westphalia","Not Employed","1639","0.872543042004662","0.857749117821517","0.887336966187808"
"Yes","2014","North Rhine-Westphalia","Employed","3168","0.896342631318925","0.886532907269133","0.906152355368717"
"Yes","2014","Hesse","Not Employed","495","0.840419612814335","0.811238069913315","0.869601155715355"
"Yes","2014","Hesse","Employed","1095","0.864460780890679","0.845767079695858","0.883154482085501"
"Yes","2014","Rhineland-Palatinate,Saarland","Not Employed","501","0.899274493985928","0.874631887221142","0.923917100750715"
"Yes","2014","Rhineland-Palatinate,Saarland","Employed","883","0.896427800167285","0.877719244627471","0.915136355707099"
"Yes","2014","Baden-Württemberg","Not Employed","849","0.883632754237257","0.863698216034164","0.90356729244035"
"Yes","2014","Baden-Württemberg","Employed","1902","0.853602295049253","0.838972832365735","0.868231757732771"
"Yes","2014","Bavaria","Not Employed","1219","0.898558751525289","0.882629730709474","0.914487772341103"
"Yes","2014","Bavaria","Employed","2644","0.882482841355723","0.871048381869246","0.893917300842199"
"Yes","2014","Berlin","Not Employed","323","0.960400247061662","0.940027521775595","0.980772972347729"
"Yes","2014","Berlin","Employed","580","0.914361256648851","0.892749045185827","0.935973468111875"
"Yes","2014","Brandenburg","Not Employed","426","0.978581558286258","0.965084802016427","0.992078314556089"
"Yes","2014","Brandenburg","Employed","566","0.980211710442349","0.968964248941309","0.991459171943389"
"Yes","2014","Mecklenburg-Western Pomerania","Not Employed","215","0.991110236719098","0.97865001060683","1.00357046283137"
"Yes","2014","Mecklenburg-Western Pomerania","Employed","339","0.992115277368597","0.982795955309447","1.00143459942775"
"Yes","2014","Saxony","Not Employed","578","0.977428058674727","0.965473113145151","0.989383004204303"
"Yes","2014","Saxony","Employed","1010","0.987196701267159","0.980354095801352","0.994039306732966"
"Yes","2014","Saxony-Anhalt","Not Employed","354","0.984362031977435","0.971787846061609","0.99693621789326"
"Yes","2014","Saxony-Anhalt","Employed","574","0.981882245162966","0.971156270633008","0.992608219692924"
"Yes","2014","Thuringia","Not Employed","370","0.982954955076592","0.969888935662311","0.996020974490873"
"Yes","2014","Thuringia","Employed","609","0.986347189299478","0.977256708278732","0.995437670320224"
"No","2014","Schleswig-Holstein","Not Employed","55","0.0993222554298637","0.0675303443679238","0.131114166491804"
"No","2014","Schleswig-Holstein","Employed","48","0.0536940058363334","0.0355360926238279","0.0718519190488389"
"No","2014","Hamburg","Not Employed","22","","",""
"No","2014","Hamburg","Employed","37","0.0729211038429179","0.043300957487724","0.102541250198112"
"No","2014","Lower Saxony","Not Employed","95","0.0499037871476467","0.036100907828703","0.0637066664665904"
"No","2014","Lower Saxony","Employed","154","0.076326978831959","0.0635539994047554","0.0890999582591627"
"No","2014","Bremen","Not Employed","16","","",""
"No","2014","Bremen","Employed","18","","",""
"No","2014","North Rhine-Westphalia","Not Employed","313","0.127456957995338","0.112663033812192","0.142250882178483"
"No","2014","North Rhine-Westphalia","Employed","541","0.103657368681075","0.0938476446312827","0.113467092730867"
"No","2014","Hesse","Not Employed","110","0.159580387185665","0.130398844284645","0.188761930086685"
"No","2014","Hesse","Employed","193","0.135539219109321","0.116845517914499","0.154232920304142"
"No","2014","Rhineland-Palatinate,Saarland","Not Employed","72","0.100725506014072","0.0760828992492851","0.125368112778858"
"No","2014","Rhineland-Palatinate,Saarland","Employed","136","0.103572199832715","0.084863644292901","0.122280755372529"
"No","2014","Baden-Württemberg","Not Employed","145","0.116367245762743","0.0964327075596502","0.136301783965836"
"No","2014","Baden-Württemberg","Employed","341","0.146397704950747","0.13176824226723","0.161027167634265"
"No","2014","Bavaria","Not Employed","161","0.101441248474711","0.0855122276588969","0.117370269290525"
"No","2014","Bavaria","Employed","403","0.117517158644277","0.106082699157801","0.128951618130754"
"No","2014","Berlin","Not Employed","29","","",""
"No","2014","Berlin","Employed","64","0.0856387433511491","0.064026531888125","0.107250954814173"
"No","2014","Brandenburg","Not Employed","16","","",""
"No","2014","Brandenburg","Employed","23","","",""
"No","2014","Mecklenburg-Western Pomerania","Not Employed","3","","",""
"No","2014","Mecklenburg-Western Pomerania","Employed","7","","",""
"No","2014","Saxony","Not Employed","15","","",""
"No","2014","Saxony","Employed","27","","",""
"No","2014","Saxony-Anhalt","Not Employed","20","","",""
"No","2014","Saxony-Anhalt","Employed","20","","",""
"No","2014","Thuringia","Not Employed","7","","",""
"No","2014","Thuringia","Employed","17","","",""
"Yes","2015","Schleswig-Holstein","Not Employed","278","0.886854913565075","0.853134539826718","0.920575287303432"
"Yes","2015","Schleswig-Holstein","Employed","526","0.969188623498638","0.954939650240761","0.983437596756514"
"Yes","2015","Hamburg","Not Employed","134","0.891667553626441","0.845750658441144","0.937584448811737"
"Yes","2015","Hamburg","Employed","255","0.928917057465883","0.899291240369153","0.958542874562612"
"Yes","2015","Lower Saxony","Not Employed","806","0.908227832705575","0.890731978694659","0.925723686716492"
"Yes","2015","Lower Saxony","Employed","1445","0.93811788516712","0.926222424479798","0.950013345854442"
"Yes","2015","Bremen","Not Employed","59","0.906143750026366","0.844147020960624","0.968140479092107"
"Yes","2015","Bremen","Employed","90","0.899448960343279","0.841087043171899","0.957810877514659"
"Yes","2015","North Rhine-Westphalia","Not Employed","1599","0.852229856935009","0.837360364247293","0.867099349622726"
"Yes","2015","North Rhine-Westphalia","Employed","2968","0.905831998437648","0.8960421933188","0.915621803556496"
"Yes","2015","Hesse","Not Employed","467","0.808584225012748","0.779502382138552","0.837666067886944"
"Yes","2015","Hesse","Employed","1030","0.867181972598194","0.847907795563619","0.886456149632769"
"Yes","2015","Rhineland-Palatinate,Saarland","Not Employed","493","0.879624888733063","0.85460942731269","0.904640350153436"
"Yes","2015","Rhineland-Palatinate,Saarland","Employed","843","0.909230088081875","0.891132601270121","0.92732757489363"
"Yes","2015","Baden-Württemberg","Not Employed","832","0.862026732039985","0.841989634960918","0.882063829119052"
"Yes","2015","Baden-Württemberg","Employed","1790","0.867820755948678","0.853331752354729","0.882309759542627"
"Yes","2015","Bavaria","Not Employed","1121","0.848055625822466","0.830150436182175","0.865960815462757"
"Yes","2015","Bavaria","Employed","2557","0.899756434332338","0.888770873625379","0.910741995039296"
"Yes","2015","Berlin","Not Employed","319","0.884311330231526","0.853351100748572","0.915271559714481"
"Yes","2015","Berlin","Employed","537","0.929169295799755","0.908433646795776","0.949904944803733"
"Yes","2015","Brandenburg","Not Employed","412","0.96562032044013","0.948804659941598","0.982435980938661"
"Yes","2015","Brandenburg","Employed","544","0.980717728667682","0.969368675070327","0.992066782265038"
"Yes","2015","Mecklenburg-Western Pomerania","Not Employed","215","0.993122079761735","0.982125741004612","1.00411841851886"
"Yes","2015","Mecklenburg-Western Pomerania","Employed","340","0.996649978150701","0.990552732479222","1.00274722382218"
"Yes","2015","Saxony","Not Employed","532","0.970160800087783","0.95606890095501","0.984252699220556"
"Yes","2015","Saxony","Employed","971","0.987734645355142","0.980885246551785","0.994584044158499"
"Yes","2015","Saxony-Anhalt","Not Employed","359","0.981599295277779","0.968122061658942","0.995076528896616"
"Yes","2015","Saxony-Anhalt","Employed","507","0.987633980285418","0.978117065288786","0.99715089528205"
"Yes","2015","Thuringia","Not Employed","350","0.895438284270742","0.865711011636153","0.925165556905331"
"Yes","2015","Thuringia","Employed","564","0.987579391161799","0.97853468836188","0.996624093961718"
"No","2015","Schleswig-Holstein","Not Employed","61","0.113145086434925","0.0794247126965676","0.146865460173282"
"No","2015","Schleswig-Holstein","Employed","39","0.0308113765013624","0.0165624032434862","0.0450603497592386"
"No","2015","Hamburg","Not Employed","42","0.108332446373559","0.0624155511882632","0.154249341558856"
"No","2015","Hamburg","Employed","34","0.0710829425341171","0.0414571254373878","0.100708759630847"
"No","2015","Lower Saxony","Not Employed","240","0.0917721672944247","0.0742763132835085","0.109268021305341"
"No","2015","Lower Saxony","Employed","131","0.0618821148328803","0.0499866541455581","0.0737775755202024"
"No","2015","Bremen","Not Employed","26","","",""
"No","2015","Bremen","Employed","12","","",""
"No","2015","North Rhine-Westphalia","Not Employed","589","0.147770143064991","0.132900650377274","0.162639635752708"
"No","2015","North Rhine-Westphalia","Employed","451","0.0941680015623518","0.0843781964435038","0.1039578066812"
"No","2015","Hesse","Not Employed","236","0.191415774987252","0.162333932113056","0.220497617861448"
"No","2015","Hesse","Employed","161","0.132818027401806","0.113543850367231","0.152092204436381"
"No","2015","Rhineland-Palatinate,Saarland","Not Employed","157","0.120375111266937","0.0953596498465638","0.145390572687311"
"No","2015","Rhineland-Palatinate,Saarland","Employed","125","0.0907699119181248","0.0726724251063703","0.108867398729879"
"No","2015","Baden-Württemberg","Not Employed","306","0.137973267960015","0.117936170880948","0.158010365039082"
"No","2015","Baden-Württemberg","Employed","309","0.132179244051322","0.117690240457373","0.146668247645271"
"No","2015","Bavaria","Not Employed","423","0.151944374177534","0.134039184537243","0.169849563817825"
"No","2015","Bavaria","Employed","314","0.100243565667662","0.089258004960704","0.111229126374621"
"No","2015","Berlin","Not Employed","91","0.115688669768474","0.0847284402855188","0.146648899251428"
"No","2015","Berlin","Employed","51","0.0708307042002452","0.0500950551962667","0.0915663532042237"
"No","2015","Brandenburg","Not Employed","39","0.0343796795598702","0.0175640190613386","0.0511953400584017"
"No","2015","Brandenburg","Employed","20","","",""
"No","2015","Mecklenburg-Western Pomerania","Not Employed","2","","",""
"No","2015","Mecklenburg-Western Pomerania","Employed","5","","",""
"No","2015","Saxony","Not Employed","28","","",""
"No","2015","Saxony","Employed","21","","",""
"No","2015","Saxony-Anhalt","Not Employed","23","","",""
"No","2015","Saxony-Anhalt","Employed","11","","",""
"No","2015","Thuringia","Not Employed","57","0.104561715729258","0.0748344430946689","0.134288988363847"
"No","2015","Thuringia","Employed","12","","",""
"Yes","2016","Schleswig-Holstein","Not Employed","240","0.869885787527802","0.830479768590919","0.909291806464685"
"Yes","2016","Schleswig-Holstein","Employed","489","0.935782655621479","0.915144916683301","0.956420394559657"
"Yes","2016","Hamburg","Not Employed","122","0.882748697523563","0.830741098549674","0.934756296497453"
"Yes","2016","Hamburg","Employed","244","0.909590059634021","0.876179340968091","0.943000778299952"
"Yes","2016","Lower Saxony","Not Employed","747","0.923575076342785","0.90572512979199","0.94142502289358"
"Yes","2016","Lower Saxony","Employed","1360","0.911202074590215","0.896995267274112","0.925408881906318"
"Yes","2016","Bremen","Not Employed","58","0.907716944578724","0.843487081886487","0.97194680727096"
"Yes","2016","Bremen","Employed","85","0.856550248429386","0.787847452108952","0.92525304474982"
"Yes","2016","North Rhine-Westphalia","Not Employed","1463","0.862443625417697","0.846429246656495","0.8784580041789"
"Yes","2016","North Rhine-Westphalia","Employed","2790","0.890044677652145","0.879400210356531","0.900689144947758"
"Yes","2016","Hesse","Not Employed","431","0.829644273076889","0.797393719892916","0.861894826260863"
"Yes","2016","Hesse","Employed","931","0.856026025900099","0.835364242776967","0.87668780902323"
"Yes","2016","Rhineland-Palatinate,Saarland","Not Employed","456","0.905235696342916","0.880276909129761","0.93019448355607"
"Yes","2016","Rhineland-Palatinate,Saarland","Employed","793","0.879120945627413","0.858595809638846","0.899646081615979"
"Yes","2016","Baden-Württemberg","Not Employed","705","0.889599772042277","0.868215058685862","0.910984485398691"
"Yes","2016","Baden-Württemberg","Employed","1684","0.829253026859357","0.812948232871189","0.845557820847525"
"Yes","2016","Bavaria","Not Employed","1008","0.87732637928005","0.858340856168508","0.896311902391592"
"Yes","2016","Bavaria","Employed","2358","0.869348774604631","0.856802775711295","0.881894773497967"
"Yes","2016","Berlin","Not Employed","301","0.937055627050122","0.911048832326495","0.96306242177375"
"Yes","2016","Berlin","Employed","503","0.887949284918917","0.862322861604842","0.913575708232993"
"Yes","2016","Brandenburg","Not Employed","377","0.973521755622339","0.957827074794127","0.989216436450552"
"Yes","2016","Brandenburg","Employed","530","0.97214943615022","0.958372859206017","0.985926013094423"
"Yes","2016","Mecklenburg-Western Pomerania","Not Employed","197","0.973540941604625","0.951353135356709","0.995728747852541"
"Yes","2016","Mecklenburg-Western Pomerania","Employed","318","0.996667558423083","0.990382587640612","1.00295252920555"
"Yes","2016","Saxony","Not Employed","507","0.96991341452038","0.955202619455672","0.984624209585089"
"Yes","2016","Saxony","Employed","915","0.977556419991242","0.968097542028787","0.987015297953697"
"Yes","2016","Saxony-Anhalt","Not Employed","313","0.987091680562403","0.974894379600408","0.999288981524399"
"Yes","2016","Saxony-Anhalt","Employed","493","0.984463554481266","0.973709013234535","0.995218095727997"
"Yes","2016","Thuringia","Not Employed","314","0.96533126469545","0.945411565700099","0.985250963690802"
"Yes","2016","Thuringia","Employed","542","0.942075435950993","0.923129507433149","0.961021364468836"
"No","2016","Schleswig-Holstein","Not Employed","40","0.130114212472198","0.0907081935353147","0.169520231409081"
"No","2016","Schleswig-Holstein","Employed","53","0.064217344378521","0.0435796054403433","0.0848550833166987"
"No","2016","Hamburg","Not Employed","25","","",""
"No","2016","Hamburg","Employed","39","0.090409940365979","0.0569992217000485","0.12382065903191"
"No","2016","Lower Saxony","Not Employed","104","0.0764249236572149","0.0585749771064196","0.0942748702080102"
"No","2016","Lower Saxony","Employed","180","0.0887979254097848","0.0745911180936816","0.103004732725888"
"No","2016","Bremen","Not Employed","20","","",""
"No","2016","Bremen","Employed","15","","",""
"No","2016","North Rhine-Westphalia","Not Employed","314","0.137556374582303","0.1215419958211","0.153570753343506"
"No","2016","North Rhine-Westphalia","Employed","528","0.109955322347855","0.0993108550522415","0.120599789643469"
"No","2016","Hesse","Not Employed","91","0.170355726923111","0.138105173739137","0.202606280107084"
"No","2016","Hesse","Employed","178","0.143973974099901","0.12331219097677","0.164635757223033"
"No","2016","Rhineland-Palatinate,Saarland","Not Employed","73","0.0947643036570842","0.0698055164439296","0.119723090870239"
"No","2016","Rhineland-Palatinate,Saarland","Employed","176","0.120879054372587","0.100353918384021","0.141404190361154"
"No","2016","Baden-Württemberg","Not Employed","120","0.110400227957723","0.0890155146013089","0.131784941314138"
"No","2016","Baden-Württemberg","Employed","362","0.170746973140643","0.154442179152475","0.187051767128811"
"No","2016","Bavaria","Not Employed","139","0.12267362071995","0.103688097608408","0.141659143831492"
"No","2016","Bavaria","Employed","414","0.130651225395369","0.118105226502033","0.143197224288705"
"No","2016","Berlin","Not Employed","34","0.0629443729498779","0.0369375782262504","0.0889511676735054"
"No","2016","Berlin","Employed","79","0.112050715081083","0.0864242917670074","0.137677138395158"
"No","2016","Brandenburg","Not Employed","25","","",""
"No","2016","Brandenburg","Employed","18","","",""
"No","2016","Mecklenburg-Western Pomerania","Not Employed","4","","",""
"No","2016","Mecklenburg-Western Pomerania","Employed","5","","",""
"No","2016","Saxony","Not Employed","11","","",""
"No","2016","Saxony","Employed","27","","",""
"No","2016","Saxony-Anhalt","Not Employed","16","","",""
"No","2016","Saxony-Anhalt","Employed","15","","",""
"No","2016","Thuringia","Not Employed","10","","",""
"No","2016","Thuringia","Employed","42","0.0579245640490074","0.0389786355311639","0.076870492566851"
"Yes","2017","Schleswig-Holstein","Not Employed","264","0.827041879519227","0.792328259988775","0.861755499049679"
"Yes","2017","Schleswig-Holstein","Employed","600","0.941686254763469","0.923754006015492","0.959618503511446"
"Yes","2017","Hamburg","Not Employed","134","0.863353680408482","0.816335642441316","0.910371718375649"
"Yes","2017","Hamburg","Employed","285","0.923187987996819","0.893965822731204","0.952410153262434"
"Yes","2017","Lower Saxony","Not Employed","795","0.901695039783891","0.884116821630143","0.919273257937639"
"Yes","2017","Lower Saxony","Employed","1656","0.909029335897023","0.895879112071369","0.922179559722677"
"Yes","2017","Bremen","Not Employed","67","0.873260179149693","0.8093220691916","0.937198289107786"
"Yes","2017","Bremen","Employed","118","0.840012127542905","0.779068682509338","0.900955572576473"
"Yes","2017","North Rhine-Westphalia","Not Employed","1608","0.862469687638482","0.848357601593695","0.87658177368327"
"Yes","2017","North Rhine-Westphalia","Employed","3191","0.877165251224346","0.866621311773478","0.887709190675215"
"Yes","2017","Hesse","Not Employed","445","0.839561883934736","0.81343463869459","0.865689129174882"
"Yes","2017","Hesse","Employed","1089","0.844119757268049","0.824386066692642","0.863853447843456"
"Yes","2017","Rhineland-Palatinate,Saarland","Not Employed","455","0.882912801979947","0.858548798900827","0.907276805059067"
"Yes","2017","Rhineland-Palatinate,Saarland","Employed","851","0.852439319019787","0.830727149533466","0.874151488506109"
"Yes","2017","Baden-Württemberg","Not Employed","745","0.844397081373655","0.823913895383161","0.864880267364149"
"Yes","2017","Baden-Württemberg","Employed","1886","0.847437390550835","0.832537160828965","0.862337620272706"
"Yes","2017","Bavaria","Not Employed","1059","0.840337067372431","0.821934874586821","0.858739260158041"
"Yes","2017","Bavaria","Employed","2662","0.860052627279219","0.84780032730704","0.872304927251398"
"Yes","2017","Berlin","Not Employed","304","0.908190411960009","0.881148119121972","0.935232704798046"
"Yes","2017","Berlin","Employed","591","0.892702600992359","0.86937217115251","0.916033030832207"
"Yes","2017","Brandenburg","Not Employed","403","0.954057271070469","0.936576205231527","0.97153833690941"
"Yes","2017","Brandenburg","Employed","596","0.973070106485783","0.960368894057321","0.985771318914245"
"Yes","2017","Mecklenburg-Western Pomerania","Not Employed","224","0.972497328795746","0.95238497594402","0.992609681647471"
"Yes","2017","Mecklenburg-Western Pomerania","Employed","350","0.987633396555424","0.976233062143207","0.99903373096764"
"Yes","2017","Saxony","Not Employed","555","0.969916156581165","0.956864401941517","0.982967911220813"
"Yes","2017","Saxony","Employed","1071","0.975912224364028","0.966876265290296","0.984948183437759"
"Yes","2017","Saxony-Anhalt","Not Employed","336","0.963647739680993","0.94587443627062","0.981421043091367"
"Yes","2017","Saxony-Anhalt","Employed","563","0.982702750520104","0.972083144142867","0.993322356897342"
"Yes","2017","Thuringia","Not Employed","321","0.945220817497082","0.922752301322632","0.967689333671532"
"Yes","2017","Thuringia","Employed","614","0.934212436434518","0.915327574250277","0.953097298618758"
"No","2017","Schleswig-Holstein","Not Employed","192","0.172958120480773","0.138244500950321","0.207671740011225"
"No","2017","Schleswig-Holstein","Employed","56","0.0583137452365311","0.0403814964885543","0.0762459939845079"
"No","2017","Hamburg","Not Employed","71","0.136646319591518","0.0896282816243511","0.183664357558684"
"No","2017","Hamburg","Employed","34","0.0768120120031813","0.0475898467375662","0.106034177268796"
"No","2017","Lower Saxony","Not Employed","307","0.0983049602161092","0.0807267420623614","0.115883178369857"
"No","2017","Lower Saxony","Employed","181","0.090970664102977","0.0778204402773232","0.104120887928631"
"No","2017","Bremen","Not Employed","37","0.126739820850307","0.062801710892214","0.1906779308084"
"No","2017","Bremen","Employed","21","","",""
"No","2017","North Rhine-Westphalia","Not Employed","680","0.137530312361518","0.12341822631673","0.151642398406305"
"No","2017","North Rhine-Westphalia","Employed","532","0.122834748775654","0.112290809324785","0.133378688226522"
"No","2017","Hesse","Not Employed","313","0.160438116065264","0.134310870825118","0.18656536130541"
"No","2017","Hesse","Employed","209","0.155880242731951","0.136146552156545","0.175613933307358"
"No","2017","Rhineland-Palatinate,Saarland","Not Employed","214","0.117087198020053","0.0927231949409333","0.141451201099173"
"No","2017","Rhineland-Palatinate,Saarland","Employed","174","0.147560680980213","0.125848511493891","0.169272850466534"
"No","2017","Baden-Württemberg","Not Employed","458","0.155602918626345","0.135119732635851","0.176086104616839"
"No","2017","Baden-Württemberg","Employed","351","0.152562609449165","0.137662379727294","0.167462839171035"
"No","2017","Bavaria","Not Employed","463","0.159662932627569","0.141260739841959","0.178065125413179"
"No","2017","Bavaria","Employed","418","0.139947372720781","0.127695072748602","0.15219967269296"
"No","2017","Berlin","Not Employed","134","0.0918095880399909","0.0647672952019542","0.118851880878028"
"No","2017","Berlin","Employed","85","0.107297399007641","0.0839669691677926","0.13062782884749"
"No","2017","Brandenburg","Not Employed","148","0.0459427289295315","0.02846166309059","0.0634237947684731"
"No","2017","Brandenburg","Employed","28","","",""
"No","2017","Mecklenburg-Western Pomerania","Not Employed","30","0.0275026712042544","0.00739031835252856","0.0476150240559802"
"No","2017","Mecklenburg-Western Pomerania","Employed","11","","",""
"No","2017","Saxony","Not Employed","103","0.0300838434188346","0.0170320887791865","0.0431355980584827"
"No","2017","Saxony","Employed","35","0.0240877756359723","0.0150518165622408","0.0331237347097037"
"No","2017","Saxony-Anhalt","Not Employed","90","0.0363522603190066","0.018578956908633","0.0541255637293803"
"No","2017","Saxony-Anhalt","Employed","16","","",""
"No","2017","Thuringia","Not Employed","73","0.0547791825029181","0.0323106663284681","0.077247698677368"
"No","2017","Thuringia","Employed","48","0.0657875635654824","0.0469027013812421","0.0846724257497227"
"Yes","2018","Schleswig-Holstein","Not Employed","256","0.817071285401799","0.781430292928651","0.852712277874947"
"Yes","2018","Schleswig-Holstein","Employed","591","0.931529457039737","0.912173734001473","0.950885180078001"
"Yes","2018","Hamburg","Not Employed","143","0.836608766408681","0.78808312988583","0.885134402931532"
"Yes","2018","Hamburg","Employed","286","0.903172812044085","0.871646452196116","0.934699171892055"
"Yes","2018","Lower Saxony","Not Employed","719","0.882710171090034","0.864413203765763","0.901007138414304"
"Yes","2018","Lower Saxony","Employed","1581","0.907026964488429","0.893619109566263","0.920434819410595"
"Yes","2018","Bremen","Not Employed","71","0.805692292557706","0.74279152928199","0.868593055833422"
"Yes","2018","Bremen","Employed","121","0.861317186803512","0.803861427434411","0.918772946172613"
"Yes","2018","North Rhine-Westphalia","Not Employed","1574","0.841516866455663","0.827476841216782","0.855556891694543"
"Yes","2018","North Rhine-Westphalia","Employed","3131","0.854566974939121","0.843241289947885","0.865892659930357"
"Yes","2018","Hesse","Not Employed","436","0.832568074784667","0.808598013347621","0.856538136221712"
"Yes","2018","Hesse","Employed","1048","0.830131970502144","0.809298088850547","0.850965852153741"
"Yes","2018","Rhineland-Palatinate,Saarland","Not Employed","443","0.865932819143149","0.840637798364173","0.891227839922124"
"Yes","2018","Rhineland-Palatinate,Saarland","Employed","841","0.876074502821429","0.855961838108868","0.896187167533991"
"Yes","2018","Baden-Württemberg","Not Employed","678","0.845653208626713","0.824616485579406","0.86668993167402"
"Yes","2018","Baden-Württemberg","Employed","1767","0.840002478913697","0.824400680306096","0.855604277521299"
"Yes","2018","Bavaria","Not Employed","1031","0.853397201912993","0.835708367349865","0.871086036476121"
"Yes","2018","Bavaria","Employed","2528","0.858519247010347","0.845897714088171","0.871140779932522"
"Yes","2018","Berlin","Not Employed","285","0.891329372266718","0.863072093918256","0.919586650615181"
"Yes","2018","Berlin","Employed","606","0.871441885914469","0.846787146093198","0.89609662573574"
"Yes","2018","Brandenburg","Not Employed","382","0.962370697902707","0.945887275500434","0.978854120304979"
"Yes","2018","Brandenburg","Employed","607","0.97813754447183","0.966825788929839","0.989449300013822"
"Yes","2018","Mecklenburg-Western Pomerania","Not Employed","233","0.968782801702696","0.948413354309155","0.989152249096238"
