"pli0083","year","bula_h","e11102","n","percent","lower_confidence","upper_confidence"
"Min 1x per month","2015","Schleswig-Holstein","Employed","","","",""
"Min 1x per month","2015","Hamburg","Not Employed","","","",""
"Min 1x per month","2015","Hamburg","Employed","","","",""
"Min 1x per month","2015","Lower Saxony","Not Employed","","","",""
"Min 1x per month","2015","Lower Saxony","Employed","","","",""
"Min 1x per month","2015","Bremen","Not Employed","","","",""
"Min 1x per month","2015","Bremen","Employed","","","",""
"Min 1x per month","2015","North Rhine-Westphalia","Not Employed","","","",""
"Min 1x per month","2015","North Rhine-Westphalia","Employed","","","",""
"Min 1x per month","2015","Hesse","Not Employed","","","",""
"Min 1x per month","2015","Hesse","Employed","","","",""
"Min 1x per month","2015","Rhineland-Palatinate,Saarland","Not Employed","","","",""
"Min 1x per month","2015","Rhineland-Palatinate,Saarland","Employed","","","",""
"Min 1x per month","2015","Baden-Württemberg","Not Employed","","","",""
"Min 1x per month","2015","Baden-Württemberg","Employed","","","",""
"Min 1x per month","2015","Bavaria","Not Employed","","","",""
"Min 1x per month","2015","Bavaria","Employed","","","",""
"Min 1x per month","2015","Berlin","Not Employed","","","",""
"Min 1x per month","2015","Berlin","Employed","","","",""
"Min 1x per month","2015","Brandenburg","Not Employed","","","",""
"Min 1x per month","2015","Brandenburg","Employed","","","",""
"Min 1x per month","2015","Mecklenburg-Western Pomerania","Not Employed","","","",""
"Min 1x per month","2015","Mecklenburg-Western Pomerania","Employed","","","",""
"Min 1x per month","2015","Saxony","Not Employed","","","",""
"Min 1x per month","2015","Saxony","Employed","","","",""
"Min 1x per month","2015","Saxony-Anhalt","Not Employed","","","",""
"Min 1x per month","2015","Saxony-Anhalt","Employed","","","",""
"Min 1x per month","2015","Thuringia","Not Employed","","","",""
"Min 1x per month","2015","Thuringia","Employed","","","",""
"Rarely","2015","Schleswig-Holstein","Not Employed","","","",""
"Rarely","2015","Schleswig-Holstein","Employed","","","",""
"Rarely","2015","Hamburg","Not Employed","","","",""
"Rarely","2015","Hamburg","Employed","","","",""
"Rarely","2015","Lower Saxony","Not Employed","","","",""
"Rarely","2015","Lower Saxony","Employed","","","",""
"Rarely","2015","Bremen","Not Employed","","","",""
"Rarely","2015","Bremen","Employed","","","",""
"Rarely","2015","North Rhine-Westphalia","Not Employed","","","",""
"Rarely","2015","North Rhine-Westphalia","Employed","","","",""
"Rarely","2015","Hesse","Not Employed","","","",""
"Rarely","2015","Hesse","Employed","","","",""
"Rarely","2015","Rhineland-Palatinate,Saarland","Not Employed","","","",""
"Rarely","2015","Rhineland-Palatinate,Saarland","Employed","","","",""
"Rarely","2015","Baden-Württemberg","Not Employed","","","",""
"Rarely","2015","Baden-Württemberg","Employed","","","",""
"Rarely","2015","Bavaria","Not Employed","","","",""
"Rarely","2015","Bavaria","Employed","","","",""
"Rarely","2015","Berlin","Not Employed","","","",""
"Rarely","2015","Berlin","Employed","","","",""
"Rarely","2015","Brandenburg","Not Employed","","","",""
"Rarely","2015","Brandenburg","Employed","","","",""
"Rarely","2015","Mecklenburg-Western Pomerania","Not Employed","","","",""
"Rarely","2015","Mecklenburg-Western Pomerania","Employed","","","",""
"Rarely","2015","Saxony","Not Employed","","","",""
"Rarely","2015","Saxony","Employed","","","",""
"Rarely","2015","Saxony-Anhalt","Not Employed","","","",""
"Rarely","2015","Saxony-Anhalt","Employed","","","",""
"Rarely","2015","Thuringia","Not Employed","","","",""
"Rarely","2015","Thuringia","Employed","","","",""
"Never","2015","Schleswig-Holstein","Not Employed","","","",""
"Never","2015","Schleswig-Holstein","Employed","","","",""
"Never","2015","Hamburg","Not Employed","","","",""
"Never","2015","Hamburg","Employed","","","",""
"Never","2015","Lower Saxony","Not Employed","","","",""
"Never","2015","Lower Saxony","Employed","","","",""
"Never","2015","Bremen","Not Employed","","","",""
"Never","2015","Bremen","Employed","","","",""
"Never","2015","North Rhine-Westphalia","Not Employed","","","",""
"Never","2015","North Rhine-Westphalia","Employed","","","",""
"Never","2015","Hesse","Not Employed","","","",""
"Never","2015","Hesse","Employed","","","",""
"Never","2015","Rhineland-Palatinate,Saarland","Not Employed","","","",""
"Never","2015","Rhineland-Palatinate,Saarland","Employed","","","",""
"Never","2015","Baden-Württemberg","Not Employed","","","",""
"Never","2015","Baden-Württemberg","Employed","","","",""
"Never","2015","Bavaria","Not Employed","","","",""
"Never","2015","Bavaria","Employed","","","",""
"Never","2015","Berlin","Not Employed","","","",""
"Never","2015","Berlin","Employed","","","",""
"Never","2015","Brandenburg","Not Employed","","","",""
"Never","2015","Brandenburg","Employed","","","",""
"Never","2015","Mecklenburg-Western Pomerania","Not Employed","","","",""
"Never","2015","Mecklenburg-Western Pomerania","Employed","","","",""
"Never","2015","Saxony","Not Employed","","","",""
"Never","2015","Saxony","Employed","","","",""
"Never","2015","Saxony-Anhalt","Not Employed","","","",""
"Never","2015","Saxony-Anhalt","Employed","","","",""
"Never","2015","Thuringia","Not Employed","","","",""
"Never","2015","Thuringia","Employed","","","",""
"Daily","2016","Schleswig-Holstein","Not Employed","","","",""
"Daily","2016","Schleswig-Holstein","Employed","","","",""
"Daily","2016","Hamburg","Not Employed","","","",""
"Daily","2016","Hamburg","Employed","","","",""
"Daily","2016","Lower Saxony","Not Employed","","","",""
"Daily","2016","Lower Saxony","Employed","","","",""
"Daily","2016","Bremen","Not Employed","","","",""
"Daily","2016","Bremen","Employed","","","",""
"Daily","2016","North Rhine-Westphalia","Not Employed","","","",""
"Daily","2016","North Rhine-Westphalia","Employed","","","",""
"Daily","2016","Hesse","Not Employed","","","",""
"Daily","2016","Hesse","Employed","","","",""
"Daily","2016","Rhineland-Palatinate,Saarland","Not Employed","","","",""
"Daily","2016","Rhineland-Palatinate,Saarland","Employed","","","",""
"Daily","2016","Baden-Württemberg","Not Employed","","","",""
"Daily","2016","Baden-Württemberg","Employed","","","",""
"Daily","2016","Bavaria","Not Employed","","","",""
"Daily","2016","Bavaria","Employed","","","",""
"Daily","2016","Berlin","Not Employed","","","",""
"Daily","2016","Berlin","Employed","","","",""
"Daily","2016","Brandenburg","Not Employed","","","",""
"Daily","2016","Brandenburg","Employed","","","",""
"Daily","2016","Mecklenburg-Western Pomerania","Not Employed","","","",""
"Daily","2016","Mecklenburg-Western Pomerania","Employed","","","",""
"Daily","2016","Saxony","Not Employed","","","",""
"Daily","2016","Saxony","Employed","","","",""
"Daily","2016","Saxony-Anhalt","Not Employed","","","",""
"Daily","2016","Saxony-Anhalt","Employed","","","",""
"Daily","2016","Thuringia","Not Employed","","","",""
"Daily","2016","Thuringia","Employed","","","",""
"Min 1x per week","2016","Schleswig-Holstein","Not Employed","","","",""
"Min 1x per week","2016","Schleswig-Holstein","Employed","","","",""
"Min 1x per week","2016","Hamburg","Not Employed","","","",""
"Min 1x per week","2016","Hamburg","Employed","","","",""
"Min 1x per week","2016","Lower Saxony","Not Employed","","","",""
"Min 1x per week","2016","Lower Saxony","Employed","","","",""
"Min 1x per week","2016","Bremen","Not Employed","","","",""
"Min 1x per week","2016","Bremen","Employed","","","",""
"Min 1x per week","2016","North Rhine-Westphalia","Not Employed","","","",""
"Min 1x per week","2016","North Rhine-Westphalia","Employed","","","",""
"Min 1x per week","2016","Hesse","Not Employed","","","",""
"Min 1x per week","2016","Hesse","Employed","","","",""
"Min 1x per week","2016","Rhineland-Palatinate,Saarland","Not Employed","","","",""
"Min 1x per week","2016","Rhineland-Palatinate,Saarland","Employed","","","",""
"Min 1x per week","2016","Baden-Württemberg","Not Employed","","","",""
"Min 1x per week","2016","Baden-Württemberg","Employed","","","",""
"Min 1x per week","2016","Bavaria","Not Employed","","","",""
"Min 1x per week","2016","Bavaria","Employed","","","",""
"Min 1x per week","2016","Berlin","Not Employed","","","",""
"Min 1x per week","2016","Berlin","Employed","","","",""
"Min 1x per week","2016","Brandenburg","Not Employed","","","",""
"Min 1x per week","2016","Brandenburg","Employed","","","",""
"Min 1x per week","2016","Mecklenburg-Western Pomerania","Not Employed","","","",""
"Min 1x per week","2016","Mecklenburg-Western Pomerania","Employed","","","",""
"Min 1x per week","2016","Saxony","Not Employed","","","",""
"Min 1x per week","2016","Saxony","Employed","","","",""
"Min 1x per week","2016","Saxony-Anhalt","Not Employed","","","",""
"Min 1x per week","2016","Saxony-Anhalt","Employed","","","",""
"Min 1x per week","2016","Thuringia","Not Employed","","","",""
"Min 1x per week","2016","Thuringia","Employed","","","",""
"Min 1x per month","2016","Schleswig-Holstein","Not Employed","","","",""
"Min 1x per month","2016","Schleswig-Holstein","Employed","","","",""
"Min 1x per month","2016","Hamburg","Not Employed","","","",""
"Min 1x per month","2016","Hamburg","Employed","","","",""
"Min 1x per month","2016","Lower Saxony","Not Employed","","","",""
"Min 1x per month","2016","Lower Saxony","Employed","","","",""
"Min 1x per month","2016","Bremen","Not Employed","","","",""
"Min 1x per month","2016","Bremen","Employed","","","",""
"Min 1x per month","2016","North Rhine-Westphalia","Not Employed","","","",""
"Min 1x per month","2016","North Rhine-Westphalia","Employed","","","",""
"Min 1x per month","2016","Hesse","Not Employed","","","",""
"Min 1x per month","2016","Hesse","Employed","","","",""
"Min 1x per month","2016","Rhineland-Palatinate,Saarland","Not Employed","","","",""
"Min 1x per month","2016","Rhineland-Palatinate,Saarland","Employed","","","",""
"Min 1x per month","2016","Baden-Württemberg","Not Employed","","","",""
"Min 1x per month","2016","Baden-Württemberg","Employed","","","",""
"Min 1x per month","2016","Bavaria","Not Employed","","","",""
"Min 1x per month","2016","Bavaria","Employed","","","",""
"Min 1x per month","2016","Berlin","Not Employed","","","",""
"Min 1x per month","2016","Berlin","Employed","","","",""
"Min 1x per month","2016","Brandenburg","Not Employed","","","",""
"Min 1x per month","2016","Brandenburg","Employed","","","",""
"Min 1x per month","2016","Mecklenburg-Western Pomerania","Not Employed","","","",""
"Min 1x per month","2016","Mecklenburg-Western Pomerania","Employed","","","",""
"Min 1x per month","2016","Saxony","Not Employed","","","",""
"Min 1x per month","2016","Saxony","Employed","","","",""
"Min 1x per month","2016","Saxony-Anhalt","Not Employed","","","",""
"Min 1x per month","2016","Saxony-Anhalt","Employed","","","",""
"Min 1x per month","2016","Thuringia","Not Employed","","","",""
"Min 1x per month","2016","Thuringia","Employed","","","",""
"Rarely","2016","Schleswig-Holstein","Not Employed","","","",""
"Rarely","2016","Schleswig-Holstein","Employed","","","",""
"Rarely","2016","Hamburg","Not Employed","","","",""
"Rarely","2016","Hamburg","Employed","","","",""
"Rarely","2016","Lower Saxony","Not Employed","","","",""
"Rarely","2016","Lower Saxony","Employed","","","",""
"Rarely","2016","Bremen","Not Employed","","","",""
"Rarely","2016","Bremen","Employed","","","",""
"Rarely","2016","North Rhine-Westphalia","Not Employed","","","",""
"Rarely","2016","North Rhine-Westphalia","Employed","","","",""
"Rarely","2016","Hesse","Not Employed","","","",""
"Rarely","2016","Hesse","Employed","","","",""
"Rarely","2016","Rhineland-Palatinate,Saarland","Not Employed","","","",""
"Rarely","2016","Rhineland-Palatinate,Saarland","Employed","","","",""
"Rarely","2016","Baden-Württemberg","Not Employed","","","",""
"Rarely","2016","Baden-Württemberg","Employed","","","",""
"Rarely","2016","Bavaria","Not Employed","","","",""
"Rarely","2016","Bavaria","Employed","","","",""
"Rarely","2016","Berlin","Not Employed","","","",""
"Rarely","2016","Berlin","Employed","","","",""
"Rarely","2016","Brandenburg","Not Employed","","","",""
"Rarely","2016","Brandenburg","Employed","","","",""
"Rarely","2016","Mecklenburg-Western Pomerania","Not Employed","","","",""
"Rarely","2016","Mecklenburg-Western Pomerania","Employed","","","",""
"Rarely","2016","Saxony","Not Employed","","","",""
"Rarely","2016","Saxony","Employed","","","",""
"Rarely","2016","Saxony-Anhalt","Not Employed","","","",""
"Rarely","2016","Saxony-Anhalt","Employed","","","",""
"Rarely","2016","Thuringia","Not Employed","","","",""
"Rarely","2016","Thuringia","Employed","","","",""
"Never","2016","Schleswig-Holstein","Not Employed","","","",""
"Never","2016","Schleswig-Holstein","Employed","","","",""
"Never","2016","Hamburg","Not Employed","","","",""
"Never","2016","Hamburg","Employed","","","",""
"Never","2016","Lower Saxony","Not Employed","","","",""
"Never","2016","Lower Saxony","Employed","","","",""
"Never","2016","Bremen","Not Employed","","","",""
"Never","2016","Bremen","Employed","","","",""
"Never","2016","North Rhine-Westphalia","Not Employed","","","",""
"Never","2016","North Rhine-Westphalia","Employed","","","",""
"Never","2016","Hesse","Not Employed","","","",""
"Never","2016","Hesse","Employed","","","",""
"Never","2016","Rhineland-Palatinate,Saarland","Not Employed","","","",""
"Never","2016","Rhineland-Palatinate,Saarland","Employed","","","",""
"Never","2016","Baden-Württemberg","Not Employed","","","",""
"Never","2016","Baden-Württemberg","Employed","","","",""
"Never","2016","Bavaria","Not Employed","","","",""
"Never","2016","Bavaria","Employed","","","",""
"Never","2016","Berlin","Not Employed","","","",""
"Never","2016","Berlin","Employed","","","",""
"Never","2016","Brandenburg","Not Employed","","","",""
"Never","2016","Brandenburg","Employed","","","",""
"Never","2016","Mecklenburg-Western Pomerania","Not Employed","","","",""
"Never","2016","Mecklenburg-Western Pomerania","Employed","","","",""
"Never","2016","Saxony","Not Employed","","","",""
"Never","2016","Saxony","Employed","","","",""
"Never","2016","Saxony-Anhalt","Not Employed","","","",""
"Never","2016","Saxony-Anhalt","Employed","","","",""
"Never","2016","Thuringia","Not Employed","","","",""
"Never","2016","Thuringia","Employed","","","",""
"Daily","2017","Schleswig-Holstein","Not Employed","","","",""
"Daily","2017","Schleswig-Holstein","Employed","","","",""
"Daily","2017","Hamburg","Not Employed","","","",""
"Daily","2017","Hamburg","Employed","","","",""
"Daily","2017","Lower Saxony","Not Employed","","","",""
"Daily","2017","Lower Saxony","Employed","","","",""
"Daily","2017","Bremen","Not Employed","","","",""
"Daily","2017","Bremen","Employed","","","",""
"Daily","2017","North Rhine-Westphalia","Not Employed","","","",""
"Daily","2017","North Rhine-Westphalia","Employed","","","",""
"Daily","2017","Hesse","Not Employed","","","",""
"Daily","2017","Hesse","Employed","","","",""
"Daily","2017","Rhineland-Palatinate,Saarland","Not Employed","","","",""
"Daily","2017","Rhineland-Palatinate,Saarland","Employed","","","",""
"Daily","2017","Baden-Württemberg","Not Employed","","","",""
"Daily","2017","Baden-Württemberg","Employed","","","",""
"Daily","2017","Bavaria","Not Employed","","","",""
"Daily","2017","Bavaria","Employed","","","",""
"Daily","2017","Berlin","Not Employed","","","",""
"Daily","2017","Berlin","Employed","","","",""
"Daily","2017","Brandenburg","Not Employed","","","",""
"Daily","2017","Brandenburg","Employed","","","",""
"Daily","2017","Mecklenburg-Western Pomerania","Not Employed","","","",""
"Daily","2017","Mecklenburg-Western Pomerania","Employed","","","",""
"Daily","2017","Saxony","Not Employed","","","",""
"Daily","2017","Saxony","Employed","","","",""
"Daily","2017","Saxony-Anhalt","Not Employed","","","",""
"Daily","2017","Saxony-Anhalt","Employed","","","",""
"Daily","2017","Thuringia","Not Employed","","","",""
"Daily","2017","Thuringia","Employed","","","",""
"Min 1x per week","2017","Schleswig-Holstein","Not Employed","","","",""
"Min 1x per week","2017","Schleswig-Holstein","Employed","","","",""
"Min 1x per week","2017","Hamburg","Not Employed","","","",""
"Min 1x per week","2017","Hamburg","Employed","","","",""
"Min 1x per week","2017","Lower Saxony","Not Employed","","","",""
"Min 1x per week","2017","Lower Saxony","Employed","","","",""
"Min 1x per week","2017","Bremen","Not Employed","","","",""
"Min 1x per week","2017","Bremen","Employed","","","",""
"Min 1x per week","2017","North Rhine-Westphalia","Not Employed","","","",""
"Min 1x per week","2017","North Rhine-Westphalia","Employed","","","",""
"Min 1x per week","2017","Hesse","Not Employed","","","",""
"Min 1x per week","2017","Hesse","Employed","","","",""
"Min 1x per week","2017","Rhineland-Palatinate,Saarland","Not Employed","","","",""
"Min 1x per week","2017","Rhineland-Palatinate,Saarland","Employed","","","",""
"Min 1x per week","2017","Baden-Württemberg","Not Employed","","","",""
"Min 1x per week","2017","Baden-Württemberg","Employed","","","",""
"Min 1x per week","2017","Bavaria","Not Employed","","","",""
"Min 1x per week","2017","Bavaria","Employed","","","",""
"Min 1x per week","2017","Berlin","Not Employed","","","",""
"Min 1x per week","2017","Berlin","Employed","","","",""
"Min 1x per week","2017","Brandenburg","Not Employed","","","",""
"Min 1x per week","2017","Brandenburg","Employed","","","",""
"Min 1x per week","2017","Mecklenburg-Western Pomerania","Not Employed","","","",""
"Min 1x per week","2017","Mecklenburg-Western Pomerania","Employed","","","",""
"Min 1x per week","2017","Saxony","Not Employed","","","",""
"Min 1x per week","2017","Saxony","Employed","","","",""
"Min 1x per week","2017","Saxony-Anhalt","Not Employed","","","",""
"Min 1x per week","2017","Saxony-Anhalt","Employed","","","",""
"Min 1x per week","2017","Thuringia","Not Employed","","","",""
"Min 1x per week","2017","Thuringia","Employed","","","",""
"Min 1x per month","2017","Schleswig-Holstein","Not Employed","","","",""
"Min 1x per month","2017","Schleswig-Holstein","Employed","","","",""
"Min 1x per month","2017","Hamburg","Not Employed","","","",""
"Min 1x per month","2017","Hamburg","Employed","","","",""
"Min 1x per month","2017","Lower Saxony","Not Employed","","","",""
"Min 1x per month","2017","Lower Saxony","Employed","","","",""
"Min 1x per month","2017","Bremen","Not Employed","","","",""
"Min 1x per month","2017","Bremen","Employed","","","",""
"Min 1x per month","2017","North Rhine-Westphalia","Not Employed","","","",""
"Min 1x per month","2017","North Rhine-Westphalia","Employed","","","",""
"Min 1x per month","2017","Hesse","Not Employed","","","",""
"Min 1x per month","2017","Hesse","Employed","","","",""
"Min 1x per month","2017","Rhineland-Palatinate,Saarland","Not Employed","","","",""
"Min 1x per month","2017","Rhineland-Palatinate,Saarland","Employed","","","",""
"Min 1x per month","2017","Baden-Württemberg","Not Employed","","","",""
"Min 1x per month","2017","Baden-Württemberg","Employed","","","",""
"Min 1x per month","2017","Bavaria","Not Employed","","","",""
"Min 1x per month","2017","Bavaria","Employed","","","",""
"Min 1x per month","2017","Berlin","Not Employed","","","",""
"Min 1x per month","2017","Berlin","Employed","","","",""
"Min 1x per month","2017","Brandenburg","Not Employed","","","",""
"Min 1x per month","2017","Brandenburg","Employed","","","",""
"Min 1x per month","2017","Mecklenburg-Western Pomerania","Not Employed","","","",""
"Min 1x per month","2017","Mecklenburg-Western Pomerania","Employed","","","",""
"Min 1x per month","2017","Saxony","Not Employed","","","",""
"Min 1x per month","2017","Saxony","Employed","","","",""
"Min 1x per month","2017","Saxony-Anhalt","Not Employed","","","",""
"Min 1x per month","2017","Saxony-Anhalt","Employed","","","",""
"Min 1x per month","2017","Thuringia","Not Employed","","","",""
"Min 1x per month","2017","Thuringia","Employed","","","",""
"Rarely","2017","Schleswig-Holstein","Not Employed","","","",""
"Rarely","2017","Schleswig-Holstein","Employed","","","",""
"Rarely","2017","Hamburg","Not Employed","","","",""
"Rarely","2017","Hamburg","Employed","","","",""
"Rarely","2017","Lower Saxony","Not Employed","","","",""
"Rarely","2017","Lower Saxony","Employed","","","",""
"Rarely","2017","Bremen","Not Employed","","","",""
"Rarely","2017","Bremen","Employed","","","",""
"Rarely","2017","North Rhine-Westphalia","Not Employed","","","",""
"Rarely","2017","North Rhine-Westphalia","Employed","","","",""
"Rarely","2017","Hesse","Not Employed","","","",""
"Rarely","2017","Hesse","Employed","","","",""
"Rarely","2017","Rhineland-Palatinate,Saarland","Not Employed","","","",""
"Rarely","2017","Rhineland-Palatinate,Saarland","Employed","","","",""
"Rarely","2017","Baden-Württemberg","Not Employed","","","",""
"Rarely","2017","Baden-Württemberg","Employed","","","",""
"Rarely","2017","Bavaria","Not Employed","","","",""
"Rarely","2017","Bavaria","Employed","","","",""
"Rarely","2017","Berlin","Not Employed","","","",""
"Rarely","2017","Berlin","Employed","","","",""
"Rarely","2017","Brandenburg","Not Employed","","","",""
"Rarely","2017","Brandenburg","Employed","","","",""
"Rarely","2017","Mecklenburg-Western Pomerania","Not Employed","","","",""
"Rarely","2017","Mecklenburg-Western Pomerania","Employed","","","",""
"Rarely","2017","Saxony","Not Employed","","","",""
"Rarely","2017","Saxony","Employed","","","",""
"Rarely","2017","Saxony-Anhalt","Not Employed","","","",""
"Rarely","2017","Saxony-Anhalt","Employed","","","",""
"Rarely","2017","Thuringia","Not Employed","","","",""
"Rarely","2017","Thuringia","Employed","","","",""
"Never","2017","Schleswig-Holstein","Not Employed","","","",""
"Never","2017","Schleswig-Holstein","Employed","","","",""
"Never","2017","Hamburg","Not Employed","","","",""
"Never","2017","Hamburg","Employed","","","",""
"Never","2017","Lower Saxony","Not Employed","","","",""
"Never","2017","Lower Saxony","Employed","","","",""
"Never","2017","Bremen","Not Employed","","","",""
"Never","2017","Bremen","Employed","","","",""
"Never","2017","North Rhine-Westphalia","Not Employed","","","",""
"Never","2017","North Rhine-Westphalia","Employed","","","",""
"Never","2017","Hesse","Not Employed","","","",""
"Never","2017","Hesse","Employed","","","",""
"Never","2017","Rhineland-Palatinate,Saarland","Not Employed","","","",""
"Never","2017","Rhineland-Palatinate,Saarland","Employed","","","",""
"Never","2017","Baden-Württemberg","Not Employed","","","",""
"Never","2017","Baden-Württemberg","Employed","","","",""
"Never","2017","Bavaria","Not Employed","","","",""
"Never","2017","Bavaria","Employed","","","",""
"Never","2017","Berlin","Not Employed","","","",""
"Never","2017","Berlin","Employed","","","",""
"Never","2017","Brandenburg","Not Employed","","","",""
"Never","2017","Brandenburg","Employed","","","",""
"Never","2017","Mecklenburg-Western Pomerania","Not Employed","","","",""
"Never","2017","Mecklenburg-Western Pomerania","Employed","","","",""
"Never","2017","Saxony","Not Employed","","","",""
"Never","2017","Saxony","Employed","","","",""
"Never","2017","Saxony-Anhalt","Not Employed","","","",""
"Never","2017","Saxony-Anhalt","Employed","","","",""
"Never","2017","Thuringia","Not Employed","","","",""
"Never","2017","Thuringia","Employed","","","",""
"Daily","2018","Schleswig-Holstein","Not Employed","","","",""
"Daily","2018","Schleswig-Holstein","Employed","","","",""
"Daily","2018","Hamburg","Not Employed","","","",""
"Daily","2018","Hamburg","Employed","","","",""
"Daily","2018","Lower Saxony","Not Employed","","","",""
"Daily","2018","Lower Saxony","Employed","","","",""
"Daily","2018","Bremen","Not Employed","","","",""
"Daily","2018","Bremen","Employed","","","",""
"Daily","2018","North Rhine-Westphalia","Not Employed","","","",""
"Daily","2018","North Rhine-Westphalia","Employed","","","",""
"Daily","2018","Hesse","Not Employed","","","",""
"Daily","2018","Hesse","Employed","","","",""
"Daily","2018","Rhineland-Palatinate,Saarland","Not Employed","","","",""
"Daily","2018","Rhineland-Palatinate,Saarland","Employed","","","",""
"Daily","2018","Baden-Württemberg","Not Employed","","","",""
"Daily","2018","Baden-Württemberg","Employed","","","",""
"Daily","2018","Bavaria","Not Employed","","","",""
"Daily","2018","Bavaria","Employed","","","",""
"Daily","2018","Berlin","Not Employed","","","",""
"Daily","2018","Berlin","Employed","","","",""
"Daily","2018","Brandenburg","Not Employed","","","",""
"Daily","2018","Brandenburg","Employed","","","",""
"Daily","2018","Mecklenburg-Western Pomerania","Not Employed","","","",""
"Daily","2018","Mecklenburg-Western Pomerania","Employed","","","",""
"Daily","2018","Saxony","Not Employed","","","",""
"Daily","2018","Saxony","Employed","","","",""
"Daily","2018","Saxony-Anhalt","Not Employed","","","",""
"Daily","2018","Saxony-Anhalt","Employed","","","",""
"Daily","2018","Thuringia","Not Employed","","","",""
"Daily","2018","Thuringia","Employed","","","",""
"Min 1x per week","2018","Schleswig-Holstein","Not Employed","","","",""
"Min 1x per week","2018","Schleswig-Holstein","Employed","","","",""
"Min 1x per week","2018","Hamburg","Not Employed","","","",""
"Min 1x per week","2018","Hamburg","Employed","","","",""
"Min 1x per week","2018","Lower Saxony","Not Employed","","","",""
"Min 1x per week","2018","Lower Saxony","Employed","","","",""
"Min 1x per week","2018","Bremen","Not Employed","","","",""
"Min 1x per week","2018","Bremen","Employed","","","",""
"Min 1x per week","2018","North Rhine-Westphalia","Not Employed","","","",""
"Min 1x per week","2018","North Rhine-Westphalia","Employed","","","",""
"Min 1x per week","2018","Hesse","Not Employed","","","",""
"Min 1x per week","2018","Hesse","Employed","","","",""
"Min 1x per week","2018","Rhineland-Palatinate,Saarland","Not Employed","","","",""
"Min 1x per week","2018","Rhineland-Palatinate,Saarland","Employed","","","",""
"Min 1x per week","2018","Baden-Württemberg","Not Employed","","","",""
"Min 1x per week","2018","Baden-Württemberg","Employed","","","",""
"Min 1x per week","2018","Bavaria","Not Employed","","","",""
"Min 1x per week","2018","Bavaria","Employed","","","",""
"Min 1x per week","2018","Berlin","Not Employed","","","",""
"Min 1x per week","2018","Berlin","Employed","","","",""
"Min 1x per week","2018","Brandenburg","Not Employed","","","",""
"Min 1x per week","2018","Brandenburg","Employed","","","",""
"Min 1x per week","2018","Mecklenburg-Western Pomerania","Not Employed","","","",""
"Min 1x per week","2018","Mecklenburg-Western Pomerania","Employed","","","",""
"Min 1x per week","2018","Saxony","Not Employed","","","",""
"Min 1x per week","2018","Saxony","Employed","","","",""
"Min 1x per week","2018","Saxony-Anhalt","Not Employed","","","",""
"Min 1x per week","2018","Saxony-Anhalt","Employed","","","",""
"Min 1x per week","2018","Thuringia","Not Employed","","","",""
"Min 1x per week","2018","Thuringia","Employed","","","",""
"Min 1x per month","2018","Schleswig-Holstein","Not Employed","","","",""
"Min 1x per month","2018","Schleswig-Holstein","Employed","","","",""
"Min 1x per month","2018","Hamburg","Not Employed","","","",""
"Min 1x per month","2018","Hamburg","Employed","","","",""
"Min 1x per month","2018","Lower Saxony","Not Employed","","","",""
"Min 1x per month","2018","Lower Saxony","Employed","","","",""
"Min 1x per month","2018","Bremen","Not Employed","","","",""
"Min 1x per month","2018","Bremen","Employed","","","",""
"Min 1x per month","2018","North Rhine-Westphalia","Not Employed","","","",""
"Min 1x per month","2018","North Rhine-Westphalia","Employed","","","",""
"Min 1x per month","2018","Hesse","Not Employed","","","",""
"Min 1x per month","2018","Hesse","Employed","","","",""
"Min 1x per month","2018","Rhineland-Palatinate,Saarland","Not Employed","","","",""
"Min 1x per month","2018","Rhineland-Palatinate,Saarland","Employed","","","",""
"Min 1x per month","2018","Baden-Württemberg","Not Employed","","","",""
"Min 1x per month","2018","Baden-Württemberg","Employed","","","",""
"Min 1x per month","2018","Bavaria","Not Employed","","","",""
"Min 1x per month","2018","Bavaria","Employed","","","",""
"Min 1x per month","2018","Berlin","Not Employed","","","",""
"Min 1x per month","2018","Berlin","Employed","","","",""
"Min 1x per month","2018","Brandenburg","Not Employed","","","",""
"Min 1x per month","2018","Brandenburg","Employed","","","",""
"Min 1x per month","2018","Mecklenburg-Western Pomerania","Not Employed","","","",""
"Min 1x per month","2018","Mecklenburg-Western Pomerania","Employed","","","",""
"Min 1x per month","2018","Saxony","Not Employed","","","",""
"Min 1x per month","2018","Saxony","Employed","","","",""
"Min 1x per month","2018","Saxony-Anhalt","Not Employed","","","",""
"Min 1x per month","2018","Saxony-Anhalt","Employed","","","",""
"Min 1x per month","2018","Thuringia","Not Employed","","","",""
"Min 1x per month","2018","Thuringia","Employed","","","",""
"Rarely","2018","Schleswig-Holstein","Not Employed","","","",""
"Rarely","2018","Schleswig-Holstein","Employed","","","",""
"Rarely","2018","Hamburg","Not Employed","","","",""
"Rarely","2018","Hamburg","Employed","","","",""
"Rarely","2018","Lower Saxony","Not Employed","","","",""
"Rarely","2018","Lower Saxony","Employed","","","",""
"Rarely","2018","Bremen","Not Employed","","","",""
"Rarely","2018","Bremen","Employed","","","",""
"Rarely","2018","North Rhine-Westphalia","Not Employed","","","",""
"Rarely","2018","North Rhine-Westphalia","Employed","","","",""
"Rarely","2018","Hesse","Not Employed","","","",""
"Rarely","2018","Hesse","Employed","","","",""
