"pld0045","year","hgtyp1hh","migback","n","percent","lower_confidence","upper_confidence"
"Never","2016","Couple + C. GT 16 ","no migration background","","","",""
"Never","2016","Couple + C. GT 16 ","direct migration background","","","",""
"Never","2016","Couple + C. GT 16 ","indirect migration background","","","",""
"Never","2016","Couple + C. LE and GT 16","no migration background","","","",""
"Never","2016","Couple + C. LE and GT 16","direct migration background","","","",""
"Never","2016","Couple + C. LE and GT 16","indirect migration background","","","",""
"Very often","2017","1-pers.-HH","no migration background","","","",""
"Very often","2017","1-pers.-HH","direct migration background","","","",""
"Very often","2017","1-pers.-HH","indirect migration background","","","",""
"Very often","2017","(Married) couple without C. ","no migration background","","","",""
"Very often","2017","(Married) couple without C. ","direct migration background","","","",""
"Very often","2017","(Married) couple without C. ","indirect migration background","","","",""
"Very often","2017","Single parent ","no migration background","","","",""
"Very often","2017","Single parent ","direct migration background","","","",""
"Very often","2017","Single parent ","indirect migration background","","","",""
"Very often","2017","Couple + C. LE 16 ","no migration background","","","",""
"Very often","2017","Couple + C. LE 16 ","direct migration background","","","",""
"Very often","2017","Couple + C. LE 16 ","indirect migration background","","","",""
"Very often","2017","Couple + C. GT 16 ","no migration background","","","",""
"Very often","2017","Couple + C. GT 16 ","direct migration background","","","",""
"Very often","2017","Couple + C. GT 16 ","indirect migration background","","","",""
"Very often","2017","Couple + C. LE and GT 16","no migration background","","","",""
"Very often","2017","Couple + C. LE and GT 16","direct migration background","","","",""
"Very often","2017","Couple + C. LE and GT 16","indirect migration background","","","",""
"Often","2017","1-pers.-HH","no migration background","","","",""
"Often","2017","1-pers.-HH","direct migration background","","","",""
"Often","2017","1-pers.-HH","indirect migration background","","","",""
"Often","2017","(Married) couple without C. ","no migration background","","","",""
"Often","2017","(Married) couple without C. ","direct migration background","","","",""
"Often","2017","(Married) couple without C. ","indirect migration background","","","",""
"Often","2017","Single parent ","no migration background","","","",""
"Often","2017","Single parent ","direct migration background","","","",""
"Often","2017","Single parent ","indirect migration background","","","",""
"Often","2017","Couple + C. LE 16 ","no migration background","","","",""
"Often","2017","Couple + C. LE 16 ","direct migration background","","","",""
"Often","2017","Couple + C. LE 16 ","indirect migration background","","","",""
"Often","2017","Couple + C. GT 16 ","no migration background","","","",""
"Often","2017","Couple + C. GT 16 ","direct migration background","","","",""
"Often","2017","Couple + C. GT 16 ","indirect migration background","","","",""
"Often","2017","Couple + C. LE and GT 16","no migration background","","","",""
"Often","2017","Couple + C. LE and GT 16","direct migration background","","","",""
"Often","2017","Couple + C. LE and GT 16","indirect migration background","","","",""
"Sometimes","2017","1-pers.-HH","no migration background","","","",""
"Sometimes","2017","1-pers.-HH","direct migration background","","","",""
"Sometimes","2017","1-pers.-HH","indirect migration background","","","",""
"Sometimes","2017","(Married) couple without C. ","no migration background","","","",""
"Sometimes","2017","(Married) couple without C. ","direct migration background","","","",""
"Sometimes","2017","(Married) couple without C. ","indirect migration background","","","",""
"Sometimes","2017","Single parent ","no migration background","","","",""
"Sometimes","2017","Single parent ","direct migration background","","","",""
"Sometimes","2017","Single parent ","indirect migration background","","","",""
"Sometimes","2017","Couple + C. LE 16 ","no migration background","","","",""
"Sometimes","2017","Couple + C. LE 16 ","direct migration background","","","",""
"Sometimes","2017","Couple + C. LE 16 ","indirect migration background","","","",""
"Sometimes","2017","Couple + C. GT 16 ","no migration background","","","",""
"Sometimes","2017","Couple + C. GT 16 ","direct migration background","","","",""
"Sometimes","2017","Couple + C. GT 16 ","indirect migration background","","","",""
"Sometimes","2017","Couple + C. LE and GT 16","no migration background","","","",""
"Sometimes","2017","Couple + C. LE and GT 16","direct migration background","","","",""
"Sometimes","2017","Couple + C. LE and GT 16","indirect migration background","","","",""
"Rarely","2017","1-pers.-HH","no migration background","","","",""
"Rarely","2017","1-pers.-HH","direct migration background","","","",""
"Rarely","2017","1-pers.-HH","indirect migration background","","","",""
"Rarely","2017","(Married) couple without C. ","no migration background","","","",""
"Rarely","2017","(Married) couple without C. ","direct migration background","","","",""
"Rarely","2017","(Married) couple without C. ","indirect migration background","","","",""
"Rarely","2017","Single parent ","no migration background","","","",""
"Rarely","2017","Single parent ","direct migration background","","","",""
"Rarely","2017","Single parent ","indirect migration background","","","",""
"Rarely","2017","Couple + C. LE 16 ","no migration background","","","",""
"Rarely","2017","Couple + C. LE 16 ","direct migration background","","","",""
"Rarely","2017","Couple + C. LE 16 ","indirect migration background","","","",""
"Rarely","2017","Couple + C. GT 16 ","no migration background","","","",""
"Rarely","2017","Couple + C. GT 16 ","direct migration background","","","",""
"Rarely","2017","Couple + C. GT 16 ","indirect migration background","","","",""
"Rarely","2017","Couple + C. LE and GT 16","no migration background","","","",""
"Rarely","2017","Couple + C. LE and GT 16","direct migration background","","","",""
"Rarely","2017","Couple + C. LE and GT 16","indirect migration background","","","",""
"Never","2017","1-pers.-HH","no migration background","","","",""
"Never","2017","1-pers.-HH","direct migration background","","","",""
"Never","2017","1-pers.-HH","indirect migration background","","","",""
"Never","2017","(Married) couple without C. ","no migration background","","","",""
"Never","2017","(Married) couple without C. ","direct migration background","","","",""
"Never","2017","(Married) couple without C. ","indirect migration background","","","",""
"Never","2017","Single parent ","no migration background","","","",""
"Never","2017","Single parent ","direct migration background","","","",""
"Never","2017","Single parent ","indirect migration background","","","",""
"Never","2017","Couple + C. LE 16 ","no migration background","","","",""
"Never","2017","Couple + C. LE 16 ","direct migration background","","","",""
"Never","2017","Couple + C. LE 16 ","indirect migration background","","","",""
"Never","2017","Couple + C. GT 16 ","no migration background","","","",""
"Never","2017","Couple + C. GT 16 ","direct migration background","","","",""
"Never","2017","Couple + C. GT 16 ","indirect migration background","","","",""
"Never","2017","Couple + C. LE and GT 16","no migration background","","","",""
"Never","2017","Couple + C. LE and GT 16","direct migration background","","","",""
"Never","2017","Couple + C. LE and GT 16","indirect migration background","","","",""
"Very often","2018","1-pers.-HH","no migration background","256","0.0662344175644502","0.0579008234218227","0.0745680117070776"
"Very often","2018","1-pers.-HH","direct migration background","30","0.0580005215601536","0.0371763999746875","0.0788246431456197"
"Very often","2018","1-pers.-HH","indirect migration background","24","","",""
"Very often","2018","(Married) couple without C. ","no migration background","331","0.0519500850750783","0.0466624833435993","0.0572376868065573"
"Very often","2018","(Married) couple without C. ","direct migration background","53","0.0569614466500891","0.0425532333868848","0.0713696599132933"
"Very often","2018","(Married) couple without C. ","indirect migration background","12","","",""
"Very often","2018","Single parent ","no migration background","187","0.109045343823975","0.0941317099599839","0.123958977687967"
"Very often","2018","Single parent ","direct migration background","23","","",""
"Very often","2018","Single parent ","indirect migration background","19","","",""
"Very often","2018","Couple + C. LE 16 ","no migration background","299","0.0771907379427689","0.068450487661085","0.0859309882244529"
"Very often","2018","Couple + C. LE 16 ","direct migration background","83","0.0511877759621617","0.0397293670174017","0.0626461849069217"
"Very often","2018","Couple + C. LE 16 ","indirect migration background","41","0.0855823383550909","0.0595907714001196","0.111573905310062"
"Very often","2018","Couple + C. GT 16 ","no migration background","161","0.0654940549293297","0.0554228055623806","0.0755653042962788"
"Very often","2018","Couple + C. GT 16 ","direct migration background","28","","",""
"Very often","2018","Couple + C. GT 16 ","indirect migration background","12","","",""
"Very often","2018","Couple + C. LE and GT 16","no migration background","134","0.0808228999337807","0.066499327833934","0.0951464720336274"
"Very often","2018","Couple + C. LE and GT 16","direct migration background","37","0.0818446183775317","0.0578884556446258","0.105800781110438"
"Very often","2018","Couple + C. LE and GT 16","indirect migration background","19","","",""
"Often","2018","1-pers.-HH","no migration background","301","0.0850568427481522","0.0757087451140038","0.0944049403823006"
"Often","2018","1-pers.-HH","direct migration background","29","","",""
"Often","2018","1-pers.-HH","indirect migration background","24","","",""
"Often","2018","(Married) couple without C. ","no migration background","523","0.0782451701816058","0.0718465477605345","0.0846437926026771"
"Often","2018","(Married) couple without C. ","direct migration background","82","0.0854558300433793","0.0680766977151229","0.102834962371636"
"Often","2018","(Married) couple without C. ","indirect migration background","18","","",""
"Often","2018","Single parent ","no migration background","214","0.119406718759904","0.10389163306422","0.134921804455587"
"Often","2018","Single parent ","direct migration background","36","0.132484109922702","0.0945613865017953","0.170406833343608"
"Often","2018","Single parent ","indirect migration background","24","","",""
"Often","2018","Couple + C. LE 16 ","no migration background","483","0.131942841708153","0.120859968153523","0.143025715262783"
"Often","2018","Couple + C. LE 16 ","direct migration background","113","0.110197121709963","0.0939160465664395","0.126478196853485"
"Often","2018","Couple + C. LE 16 ","indirect migration background","58","0.120523126763923","0.0902738153836687","0.150772438144177"
"Often","2018","Couple + C. GT 16 ","no migration background","305","0.140011999738277","0.125885967268758","0.154138032207797"
"Often","2018","Couple + C. GT 16 ","direct migration background","47","0.0589644447551957","0.0376230259992342","0.0803058635111572"
"Often","2018","Couple + C. GT 16 ","indirect migration background","23","","",""
"Often","2018","Couple + C. LE and GT 16","no migration background","197","0.125850283177029","0.108419996293577","0.143280570060482"
"Often","2018","Couple + C. LE and GT 16","direct migration background","55","0.0892554244032948","0.0643393450814367","0.114171503725153"
"Often","2018","Couple + C. LE and GT 16","indirect migration background","34","0.119454603098456","0.0813302034549963","0.157579002741916"
"Sometimes","2018","1-pers.-HH","no migration background","325","0.104435491865641","0.0941873754765183","0.114683608254765"
"Sometimes","2018","1-pers.-HH","direct migration background","54","0.0989972779182144","0.0723900219097559","0.125604533926673"
"Sometimes","2018","1-pers.-HH","indirect migration background","13","","",""
"Sometimes","2018","(Married) couple without C. ","no migration background","694","0.109017569310167","0.101591947610148","0.116443191010186"
"Sometimes","2018","(Married) couple without C. ","direct migration background","94","0.0974408601138906","0.0790050049524355","0.115876715275346"
"Sometimes","2018","(Married) couple without C. ","indirect migration background","17","","",""
"Sometimes","2018","Single parent ","no migration background","179","0.124138036245442","0.108361110499816","0.139914961991068"
"Sometimes","2018","Single parent ","direct migration background","23","","",""
"Sometimes","2018","Single parent ","indirect migration background","25","","",""
"Sometimes","2018","Couple + C. LE 16 ","no migration background","486","0.127008898424698","0.116104360094721","0.137913436754674"
"Sometimes","2018","Couple + C. LE 16 ","direct migration background","130","0.078198054306864","0.0642386194645863","0.0921574891491417"
"Sometimes","2018","Couple + C. LE 16 ","indirect migration background","52","0.117236612415876","0.0873468906550669","0.147126334176684"
"Sometimes","2018","Couple + C. GT 16 ","no migration background","298","0.123547112405726","0.110151210366839","0.136943014444613"
"Sometimes","2018","Couple + C. GT 16 ","direct migration background","51","0.131180716252081","0.100594560957304","0.161766871546859"
"Sometimes","2018","Couple + C. GT 16 ","indirect migration background","18","","",""
"Sometimes","2018","Couple + C. LE and GT 16","no migration background","200","0.164134420134264","0.144669502089296","0.183599338179233"
"Sometimes","2018","Couple + C. LE and GT 16","direct migration background","52","0.0952795907444386","0.0696216833236314","0.120937498165246"
"Sometimes","2018","Couple + C. LE and GT 16","indirect migration background","25","","",""
"Rarely","2018","1-pers.-HH","no migration background","510","0.153792602673526","0.141703955950106","0.165881249396945"
"Rarely","2018","1-pers.-HH","direct migration background","52","0.132531847251402","0.102324519646618","0.162739174856186"
"Rarely","2018","1-pers.-HH","indirect migration background","34","0.222511271117304","0.166653789975069","0.278368752259539"
"Rarely","2018","(Married) couple without C. ","no migration background","1247","0.189156722762022","0.179825697752687","0.198487747771357"
"Rarely","2018","(Married) couple without C. ","direct migration background","152","0.170110241090645","0.146752527357878","0.193467954823412"
"Rarely","2018","(Married) couple without C. ","indirect migration background","38","0.149805756035634","0.103481975219063","0.196129536852204"
"Rarely","2018","Single parent ","no migration background","289","0.184691886365053","0.1661250930271","0.203258679703005"
"Rarely","2018","Single parent ","direct migration background","42","0.170359336864721","0.12830537769581","0.212413296033631"
"Rarely","2018","Single parent ","indirect migration background","37","0.175237732310726","0.124887180110473","0.225588284510979"
"Rarely","2018","Couple + C. LE 16 ","no migration background","679","0.193129570314256","0.180202158400136","0.206056982228376"
"Rarely","2018","Couple + C. LE 16 ","direct migration background","184","0.124232962234388","0.107082976228768","0.141382948240009"
"Rarely","2018","Couple + C. LE 16 ","indirect migration background","81","0.177472122725558","0.141973747923253","0.212970497527863"
"Rarely","2018","Couple + C. GT 16 ","no migration background","421","0.180154033137685","0.164508891397509","0.195799174877861"
"Rarely","2018","Couple + C. GT 16 ","direct migration background","70","0.166532367680441","0.132778863841542","0.20028587151934"
"Rarely","2018","Couple + C. GT 16 ","indirect migration background","37","0.180005599306094","0.129122391290339","0.230888807321849"
"Rarely","2018","Couple + C. LE and GT 16","no migration background","239","0.166315121965098","0.146746900389068","0.185883343541128"
"Rarely","2018","Couple + C. LE and GT 16","direct migration background","54","0.129446379840312","0.100109980010993","0.15878277966963"
"Rarely","2018","Couple + C. LE and GT 16","indirect migration background","48","0.139191213382437","0.0985014701665998","0.179880956598274"
"Never","2018","1-pers.-HH","no migration background","2029","0.590480645148231","0.574002375568179","0.606958914728282"
"Never","2018","1-pers.-HH","direct migration background","319","0.662437708657656","0.620309315339377","0.704566101975935"
"Never","2018","1-pers.-HH","indirect migration background","118","0.51460236224208","0.447483744140627","0.581720980343533"
"Never","2018","(Married) couple without C. ","no migration background","3972","0.571630452671127","0.559840366588747","0.583420538753508"
"Never","2018","(Married) couple without C. ","direct migration background","613","0.590031622101996","0.559456533621377","0.620606710582616"
"Never","2018","(Married) couple without C. ","indirect migration background","143","0.649813293457495","0.587894171214663","0.711732415700327"
"Never","2018","Single parent ","no migration background","809","0.462718014805626","0.438861255091632","0.48657477451962"
"Never","2018","Single parent ","direct migration background","183","0.496096659648889","0.440167837490202","0.552025481807575"
"Never","2018","Single parent ","indirect migration background","114","0.529725459120056","0.463621542694004","0.595829375546109"
"Never","2018","Couple + C. LE 16 ","no migration background","1635","0.470727951610124","0.454382016393962","0.487073886826287"
"Never","2018","Couple + C. LE 16 ","direct migration background","911","0.636184085786623","0.611170076964475","0.661198094608771"
"Never","2018","Couple + C. LE 16 ","indirect migration background","213","0.499185799739553","0.452730259593032","0.545641339886073"
"Never","2018","Couple + C. GT 16 ","no migration background","1133","0.490792799788982","0.470441706993148","0.511143892584816"
"Never","2018","Couple + C. GT 16 ","direct migration background","272","0.571545175671214","0.526711642567358","0.61637870877507"
"Never","2018","Couple + C. GT 16 ","indirect migration background","129","0.54058445536957","0.474581914738896","0.606586996000243"
"Never","2018","Couple + C. LE and GT 16","no migration background","621","0.462877274789828","0.436674081563442","0.489080468016214"
"Never","2018","Couple + C. LE and GT 16","direct migration background","305","0.604173986634423","0.561437651558114","0.646910321710732"
"Never","2018","Couple + C. LE and GT 16","indirect migration background","152","0.623464491913416","0.566509142067845","0.680419841758988"
